asset,facility,state
160891,Scripps Mercy Hospital San Diego Campus,In Service
172026,Scripps Mercy Hospital Chula Vista Campus,In Service
159870,Scripps Green Hospital Campus,In Service
162148,Scripps Mercy Hospital Chula Vista Campus,In Service
162350,Scripps Mercy Hospital Chula Vista Campus,In Service
160829,Scripps Mercy Hospital San Diego Campus,In Service
158730,Scripps Memorial Hospital Encinitas Campus,In Service
160231,Scripps Memorial Hospital La Jolla Campus,In Service
156691,Scripps Memorial Hospital Encinitas Campus,In Service
162300,Scripps Mercy Hospital Chula Vista Campus,In Service
160769,Scripps Mercy Hospital San Diego Campus,In Service
158599,Scripps Memorial Hospital Encinitas Campus,In Service
168835,Scripps Mercy Hospital San Diego Campus,In Service
162022,Scripps Mercy Hospital San Diego Campus,In Service
159808,Scripps Green Hospital Campus,In Service
166974,Scripps Memorial Hospital La Jolla Campus,In Service
159454,Scripps Mercy Hospital San Diego Campus,In Service
162179,Scripps Mercy Hospital Chula Vista Campus,In Service
160054,Scripps Clinics and Coastal Medical Centers,In Service
167011,Scripps Mercy Hospital San Diego Campus,In Service
162016,Scripps Memorial Hospital La Jolla Campus,In Service
160723,Scripps Mercy Hospital San Diego Campus,In Service
161547,Scripps Memorial Hospital La Jolla Campus,In Service
158692,Scripps Memorial Hospital Encinitas Campus,In Service
158768,Scripps Memorial Hospital Encinitas Campus,In Service
158845,Scripps Memorial Hospital Encinitas Campus,In Service
156629,Scripps Memorial Hospital Encinitas Campus,In Service
162161,Scripps Memorial Hospital Encinitas Campus,In Service
159555,Scripps Memorial Hospital La Jolla Campus,In Service
160285,Scripps Memorial Hospital La Jolla Campus,In Service
167032,Scripps Memorial Hospital La Jolla Campus,In Service
159402,Scripps Mercy Hospital San Diego Campus,In Service
169046,Scripps Mercy Hospital San Diego Campus,In Service
166934,Scripps Green Hospital Campus,In Service
161376,Scripps Memorial Hospital La Jolla Campus,In Service
160669,Scripps Mercy Hospital San Diego Campus,In Service
161473,Scripps Memorial Hospital La Jolla Campus,In Service
158564,Scripps Memorial Hospital Encinitas Campus,In Service
166904,Scripps Mercy Hospital Chula Vista Campus,In Service
158787,Scripps Memorial Hospital Encinitas Campus,In Service
158864,Scripps Memorial Hospital Encinitas Campus,In Service
160106,Scripps Memorial Hospital La Jolla Campus,In Service
160212,Scripps Memorial Hospital La Jolla Campus,In Service
159348,Scripps Mercy Hospital San Diego Campus,In Service
160312,Scripps Memorial Hospital La Jolla Campus,In Service
160093,Scripps Green Hospital Campus,In Service
159422,Scripps Mercy Hospital San Diego Campus,In Service
160408,Scripps Memorial Hospital La Jolla Campus,In Service
160659,Scripps Memorial Hospital La Jolla Campus,In Service
162144,Scripps Mercy Hospital Chula Vista Campus,In Service
160543,Scripps Mercy Hospital San Diego Campus,In Service
162218,Scripps Mercy Hospital Chula Vista Campus,In Service
161963,Scripps Memorial Hospital La Jolla Campus,In Service
162352,Scripps Mercy Hospital Chula Vista Campus,In Service
161500,Scripps Memorial Hospital La Jolla Campus,In Service
161589,Scripps Memorial Hospital La Jolla Campus,In Service
157587,Scripps Green Hospital Campus,In Service
157590,Scripps Green Hospital Campus,In Service
168825,Scripps Memorial Hospital Encinitas Campus,In Service
159783,Scripps Green Hospital Campus,In Service
159903,Scripps Green Hospital Campus,In Service
160006,Scripps Clinics and Coastal Medical Centers,In Service
162061,Scripps Green Hospital Campus,In Service
162100,Scripps Mercy Hospital Chula Vista Campus,In Service
166925,Scripps Corporate and Business Services,In Service
159995,Scripps Green Hospital Campus,In Service
162240,Scripps Mercy Hospital Chula Vista Campus,In Service
161332,Scripps Memorial Hospital La Jolla Campus,In Service
161429,Scripps Corporate and Business Services,In Service
158534,Scripps Memorial Hospital Encinitas Campus,In Service
158753,Scripps Memorial Hospital Encinitas Campus,In Service
159938,Scripps Green Hospital Campus,In Service
160265,Scripps Memorial Hospital La Jolla Campus,In Service
160041,Scripps Clinics and Coastal Medical Centers,In Service
160463,Scripps Memorial Hospital La Jolla Campus,In Service
177026,Scripps Mercy Hospital San Diego Campus,In Service
161256,Scripps Memorial Hospital La Jolla Campus,In Service
160583,Scripps Mercy Hospital San Diego Campus,In Service
160655,Scripps Mercy Hospital San Diego Campus,In Service
162320,Scripps Mercy Hospital Chula Vista Campus,In Service
160875,Scripps Mercy Hospital San Diego Campus,In Service
158699,Scripps Memorial Hospital Encinitas Campus,In Service
159743,Scripps Green Hospital Campus,In Service
159331,Scripps Mercy Hospital San Diego Campus,In Service
160295,Scripps Memorial Hospital La Jolla Campus,In Service
159408,Scripps Mercy Hospital San Diego Campus,In Service
160390,Scripps Memorial Hospital La Jolla Campus,In Service
160489,Scripps Memorial Hospital La Jolla Campus,In Service
171977,Scripps Mercy Hospital Chula Vista Campus,In Service
167003,Scripps Memorial Hospital Encinitas Campus,In Service
162134,Scripps Mercy Hospital Chula Vista Campus,In Service
162205,Scripps Mercy Hospital Chula Vista Campus,In Service
162063,Scripps Memorial Hospital La Jolla Campus,In Service
162339,Scripps Mercy Hospital Chula Vista Campus,In Service
161571,Scripps Memorial Hospital La Jolla Campus,In Service
172002,Scripps Memorial Hospital La Jolla Campus,In Service
159766,Scripps Green Hospital Campus,In Service
159988,Scripps Green Hospital Campus,In Service
159852,Scripps Clinics and Coastal Medical Centers,In Service
158513,Scripps Memorial Hospital Encinitas Campus,In Service
160695,Scripps Mercy Hospital San Diego Campus,In Service
154894,Scripps Corporate and Business Services,In Service
158811,Scripps Memorial Hospital Encinitas Campus,In Service
160239,Scripps Memorial Hospital La Jolla Campus,In Service
156399,Scripps Memorial Hospital Encinitas Campus,In Service
162305,Scripps Mercy Hospital Chula Vista Campus,In Service
162706,Scripps Clinics and Coastal Medical Centers,In Service
160713,Scripps Mercy Hospital San Diego Campus,In Service
162373,Scripps Mercy Hospital Chula Vista Campus,In Service
161526,Scripps Memorial Hospital La Jolla Campus,In Service
168822,Scripps Memorial Hospital Encinitas Campus,In Service
160263,Scripps Memorial Hospital La Jolla Campus,In Service
166987,Scripps Memorial Hospital La Jolla Campus,In Service
160365,Scripps Memorial Hospital La Jolla Campus,In Service
160460,Scripps Memorial Hospital La Jolla Campus,In Service
160510,Scripps Mercy Hospital San Diego Campus,In Service
160084,Scripps Green Hospital Campus,In Service
160657,Scripps Mercy Hospital San Diego Campus,In Service
162392,Scripps Mercy Hospital Chula Vista Campus,In Service
161551,Scripps Memorial Hospital La Jolla Campus,In Service
160795,Scripps Mercy Hospital San Diego Campus,In Service
168821,Scripps Memorial Hospital Encinitas Campus,In Service
158850,Scripps Memorial Hospital Encinitas Campus,In Service
159845,Scripps Memorial Hospital La Jolla Campus,In Service
160189,Scripps Memorial Hospital La Jolla Campus,In Service
159971,Scripps Green Hospital Campus,In Service
160291,Scripps Memorial Hospital La Jolla Campus,In Service
160075,Scripps Green Hospital Campus,In Service
157607,Scripps Clinics and Coastal Medical Centers,In Service
160386,Scripps Memorial Hospital La Jolla Campus,In Service
159479,Scripps Mercy Hospital San Diego Campus,In Service
159476,Scripps Mercy Hospital San Diego Campus,In Service
160485,Scripps Memorial Hospital La Jolla Campus,In Service
159556,Scripps Mercy Hospital San Diego Campus,In Service
159559,Scripps Mercy Hospital San Diego Campus,In Service
160529,Scripps Mercy Hospital San Diego Campus,In Service
161932,Scripps Memorial Hospital La Jolla Campus,In Service
160600,Scripps Mercy Hospital San Diego Campus,In Service
161384,Scripps Memorial Hospital La Jolla Campus,In Service
160743,Scripps Mercy Hospital San Diego Campus,In Service
158570,Scripps Memorial Hospital Encinitas Campus,In Service
158638,Scripps Memorial Hospital Encinitas Campus,In Service
160895,Scripps Mercy Hospital San Diego Campus,In Service
160898,Scripps Mercy Hospital San Diego Campus,In Service
160114,Scripps Memorial Hospital La Jolla Campus,In Service
159876,Scripps Green Hospital Campus,In Service
160320,Scripps Corporate and Business Services,In Service
160415,Scripps Memorial Hospital La Jolla Campus,In Service
160847,Scripps Memorial Hospital La Jolla Campus,In Service
173567,Scripps Mercy Hospital San Diego Campus,In Service
161597,Scripps Memorial Hospital La Jolla Campus,In Service
160833,Scripps Mercy Hospital San Diego Campus,In Service
158737,Scripps Memorial Hospital Encinitas Campus,In Service
159787,Scripps Green Hospital Campus,In Service
159916,Scripps Green Hospital Campus,In Service
159439,Scripps Mercy Hospital San Diego Campus,In Service
159517,Scripps Mercy Hospital San Diego Campus,In Service
160563,Scripps Mercy Hospital San Diego Campus,In Service
166940,Scripps Mercy Hospital San Diego Campus,In Service
158603,Scripps Memorial Hospital Encinitas Campus,In Service
161621,Scripps Memorial Hospital La Jolla Campus,In Service
159811,Scripps Memorial Hospital Encinitas Campus,In Service
159718,Scripps Green Hospital Campus,In Service
162183,Scripps Mercy Hospital Chula Vista Campus,In Service
167017,Scripps Mercy Hospital San Diego Campus,In Service
173566,Scripps Memorial Hospital La Jolla Campus,In Service
160727,Scripps Mercy Hospital San Diego Campus,In Service
158554,Scripps Memorial Hospital Encinitas Campus,In Service
158772,Scripps Memorial Hospital Encinitas Campus,In Service
162248,Scripps Memorial Hospital Encinitas Campus,In Service
160186,Scripps Memorial Hospital La Jolla Campus,In Service
167045,Scripps Memorial Hospital La Jolla Campus,In Service
159407,Scripps Mercy Hospital San Diego Campus,In Service
166957,Scripps Green Hospital Campus,In Service
162273,Scripps Mercy Hospital Chula Vista Campus,In Service
161380,Scripps Memorial Hospital La Jolla Campus,In Service
160674,Scripps Mercy Hospital San Diego Campus,In Service
154872,Scripps Mercy Hospital Chula Vista Campus,In Service
161477,Scripps Memorial Hospital La Jolla Campus,In Service
158791,Scripps Memorial Hospital Encinitas Campus,In Service
158794,Scripps Memorial Hospital Encinitas Campus,In Service
158868,Scripps Memorial Hospital Encinitas Campus,In Service
168549,Scripps Memorial Hospital La Jolla Campus,In Service
160216,Scripps Memorial Hospital La Jolla Campus,In Service
159355,Scripps Mercy Hospital San Diego Campus,In Service
160316,Scripps Memorial Hospital La Jolla Campus,In Service
159426,Scripps Mercy Hospital San Diego Campus,In Service
160412,Scripps Memorial Hospital La Jolla Campus,In Service
160779,Scripps Memorial Hospital La Jolla Campus,In Service
177043,Scripps Mercy Hospital San Diego Campus,In Service
162222,Scripps Mercy Hospital Chula Vista Campus,In Service
161967,Scripps Memorial Hospital La Jolla Campus,In Service
161408,Scripps Memorial Hospital La Jolla Campus,In Service
162356,Scripps Mercy Hospital Chula Vista Campus,In Service
161504,Scripps Memorial Hospital La Jolla Campus,In Service
158585,Scripps Memorial Hospital Encinitas Campus,In Service
161593,Scripps Memorial Hospital La Jolla Campus,In Service
158733,Scripps Memorial Hospital Encinitas Campus,In Service
157598,Scripps Green Hospital Campus,In Service
161921,Scripps Mercy Hospital San Diego Campus,In Service
159910,Scripps Green Hospital Campus,In Service
159376,Scripps Mercy Hospital San Diego Campus,In Service
160345,Scripps Memorial Hospital La Jolla Campus,In Service
160440,Scripps Memorial Hospital La Jolla Campus,In Service
162167,Scripps Mercy Hospital Chula Vista Campus,In Service
162170,Scripps Mercy Hospital Chula Vista Campus,In Service
173564,Scripps Mercy Hospital San Diego Campus,In Service
166924,Scripps Mercy Hospital San Diego Campus,In Service
161995,Scripps Memorial Hospital La Jolla Campus,In Service
160635,Scripps Mercy Hospital San Diego Campus,In Service
161431,Scripps Memorial Hospital La Jolla Campus,In Service
172439,Scripps Memorial Hospital La Jolla Campus,In Service
160776,Scripps Mercy Hospital San Diego Campus,In Service
161617,Scripps Memorial Hospital La Jolla Campus,In Service
160852,Scripps Mercy Hospital San Diego Campus,In Service
162032,Scripps Mercy Hospital San Diego Campus,In Service
158833,Scripps Memorial Hospital Encinitas Campus,In Service
159713,Scripps Green Hospital Campus,In Service
159370,Scripps Memorial Hospital La Jolla Campus,In Service
160161,Scripps Memorial Hospital La Jolla Campus,In Service
159943,Scripps Green Hospital Campus,In Service
171993,Scripps Memorial Hospital La Jolla Campus,In Service
159312,Scripps Mercy Hospital San Diego Campus,In Service
160269,Scripps Memorial Hospital La Jolla Campus,In Service
168837,Scripps Green Hospital Campus,In Service
159461,Scripps Mercy Hospital San Diego Campus,In Service
162116,Scripps Mercy Hospital Chula Vista Campus,In Service
167049,Scripps Memorial Hospital Encinitas Campus,In Service
160099,Scripps Clinics and Coastal Medical Centers,In Service
162257,Scripps Mercy Hospital Chula Vista Campus,In Service
161360,Scripps Memorial Hospital La Jolla Campus,In Service
161457,Scripps Memorial Hospital La Jolla Campus,In Service
158621,Scripps Memorial Hospital Encinitas Campus,In Service
158697,Scripps Memorial Hospital Encinitas Campus,In Service
159747,Scripps Green Hospital Campus,In Service
159850,Scripps Green Hospital Campus,In Service
159964,Scripps Green Hospital Campus,In Service
177034,Scripps Mercy Hospital San Diego Campus,In Service
159739,Scripps Clinics and Coastal Medical Centers,In Service
160813,Scripps Mercy Hospital San Diego Campus,In Service
160816,Scripps Mercy Hospital San Diego Campus,In Service
158715,Scripps Memorial Hospital Encinitas Campus,In Service
163723,Scripps Memorial Hospital Encinitas Campus,Retired
173559,Scripps Clinics and Coastal Medical Centers,In Service
161977,Scripps Green Hospital Campus,In Service
157700,Scripps Green Hospital Campus,In Service
159498,Scripps Mercy Hospital San Diego Campus,In Service
156379,Scripps Memorial Hospital Encinitas Campus,In Service
159856,Scripps Clinics and Coastal Medical Centers,In Service
161307,Scripps Memorial Hospital La Jolla Campus,In Service
160619,Scripps Mercy Hospital San Diego Campus,In Service
162289,Scripps Mercy Hospital Chula Vista Campus,In Service
161404,Scripps Memorial Hospital La Jolla Campus,In Service
158661,Scripps Memorial Hospital Encinitas Campus,In Service
